Page,Title,Link
6,"Only the Brave 2017 2160p UHD BluRay REMUX DV HDR HEVC Atmos-NoGroup",https://hduse.net/topic-only-the-brave-2017-2160p-uhd-bluray-remux-dv-hdr-hevc-atmos-nogroup-28960.html
7,"Escape From New York 1981 2160p UHD BluRay REMUX DV HDR HEVC DTS-HD MA 5.1-NoGroup",https://hduse.net/topic-escape-from-new-york-1981-2160p-uhd-bluray-remux-dv-hdr-hevc-dts-hd-ma-5-1-nogroup-28958.html
7,"Escape from L A 1996 2160p UHD BluRay REMUX DV HDR HEVC DTS-HD MA 5.1-Kenobi",https://hduse.net/topic-escape-from-l-a-1996-2160p-uhd-bluray-remux-dv-hdr-hevc-dts-hd-ma-5-1-kenobi-28956.html
7,"Some Like It Hot 1959 2160p UHD Remux HEVC DoVi DTS-HD MA 5.1-playBD",https://hduse.net/topic-some-like-it-hot-1959-2160p-uhd-remux-hevc-dovi-dts-hd-ma-5-1-playbd-28954.html
7,"Sex Lies and Videotape 1989 UHD BluRay 2160p DTS-HD MA 5.1 HEVC HYBRID REMUX-FraMeSTo",https://hduse.net/topic-sex-lies-and-videotape-1989-uhd-bluray-2160p-dts-hd-ma-5-1-hevc-hybrid-remux-framesto-28903.html
7,"Freaks Out 2016 2160p UHD Bluray Remux HDR10 HEVC DTS-HD MA 7 1-4K4U",https://hduse.net/topic-freaks-out-2016-2160p-uhd-bluray-remux-hdr10-hevc-dts-hd-ma-7-1-4k4u-28895.html
7,"Benedetta 2021 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-benedetta-2021-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-28813.html
7,"The Hurt Locker 2008 Hybrid 2160p UHD Blu-ray Remux HDR10+ HEVC Atmos TrueHD 7 1-Damn",https://hduse.net/topic-the-hurt-locker-2008-hybrid-2160p-uhd-blu-ray-remux-hdr10-hevc-atmos-truehd-7-1-damn-28791.html
7,"Settlers 2021 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-settlers-2021-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-28717.html
7,"American Underdog 2021 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-american-underdog-2021-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-28713.html
7,"The King's Man 2021 2160p UHD Blu-ray Remux HEVC TrueHD 7 1-HDT",https://hduse.net/topic-the-king-s-man-2021-2160p-uhd-blu-ray-remux-hevc-truehd-7-1-hdt-28709.html
7,"The Green Mile 1999 2160p UHD Blu-ray Remux HEVC HDR TrueHD 7 1-HDT",https://hduse.net/topic-the-green-mile-1999-2160p-uhd-blu-ray-remux-hevc-hdr-truehd-7-1-hdt-28505.html
7,"Bǫte noire A.K.A  Black Box 2021 2160p UHD Blu-ray Remux AVC Atmos - KRaLiMaRKo",https://hduse.net/topic-bo%C3%AEte-noire-a-k-a-black-box-2021-2160p-uhd-blu-ray-remux-avc-atmos-kralimarko-28503.html
7,"Possessor 2020 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-possessor-2020-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-28501.html
7,"Nou fo (2021) 2160p UHD BluRay Remux HEVC TrueHD 7 1-TURG",https://hduse.net/topic-nou-fo-2021-2160p-uhd-bluray-remux-hevc-truehd-7-1-turg-28405.html
7,"Link 1986 2160p UHD BluRay REMUX HEVC FLAC 2 0-Kenobi",https://hduse.net/topic-link-1986-2160p-uhd-bluray-remux-hevc-flac-2-0-kenobi-28403.html
7,"King Richard 2021 2160p UHD Blu-ray Remux HEVC HDR TrueHD 7 1-HDT",https://hduse.net/topic-king-richard-2021-2160p-uhd-blu-ray-remux-hevc-hdr-truehd-7-1-hdt-28352.html
7,"Catwoman Hunted 2022 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-catwoman-hunted-2022-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-28350.html
7,"Resident Evil Welcome to Raccoon City 2021 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1",https://hduse.net/topic-resident-evil-welcome-to-raccoon-city-2021-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-28323.html
7,"Encanto 2021 2160p UHD Blu-ray Remux HEVC HDR TrueHD 7 1-HDT",https://hduse.net/topic-encanto-2021-2160p-uhd-blu-ray-remux-hevc-hdr-truehd-7-1-hdt-28321.html
7,"Infinite 2021 2160p UHD Remux HEVC DoVi TrueHD Atmos 7 1-playBD",https://hduse.net/topic-infinite-2021-2160p-uhd-remux-hevc-dovi-truehd-atmos-7-1-playbd-28187.html
8,"L'amour en fuite 1979 2160p UHD Remux HEVC DoVi DTS-HD MA 1 0-playBD",https://hduse.net/topic-l-amour-en-fuite-1979-2160p-uhd-remux-hevc-dovi-dts-hd-ma-1-0-playbd-28062.html
8,"Copshop 2021 2160p UHD Remux HEVC HDR DTS-HD MA 5.1-playBD",https://hduse.net/topic-copshop-2021-2160p-uhd-remux-hevc-hdr-dts-hd-ma-5-1-playbd-28060.html
8,"Ballon 2018 2160p UHD Remux HEVC HDR TrueHD Atmos 7 1-playBD",https://hduse.net/topic-ballon-2018-2160p-uhd-remux-hevc-hdr-truehd-atmos-7-1-playbd-27885.html
8,"Collateral 2004 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-collateral-2004-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-27835.html
8,"Ghostbusters Afterlife 2021 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-Spooky",https://hduse.net/topic-ghostbusters-afterlife-2021-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-spooky-27769.html
8,"Eternals 2021 2160p UHD Blu-ray Remux HEVC HDR TrueHD 7 1-HDT",https://hduse.net/topic-eternals-2021-2160p-uhd-blu-ray-remux-hevc-hdr-truehd-7-1-hdt-27735.html
8,"An American Werewolf in Paris 1997 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-an-american-werewolf-in-paris-1997-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-27707.html
8,"Dead Heat 1988 2160p UHD Blu-ray Remux HEVC DTS-HD MA 2 0-HDT",https://hduse.net/topic-dead-heat-1988-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-2-0-hdt-27689.html
8,"The Piano 1993 Criterion Collection 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-the-piano-1993-criterion-collection-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-27687.html
8,"Domicile conjugal 1970 2160p UHD Blu-ray Remux HEVC DV FLAC 1 0-HDT",https://hduse.net/topic-domicile-conjugal-1970-2160p-uhd-blu-ray-remux-hevc-dv-flac-1-0-hdt-27583.html
8,"Les quatre cents coups 1959 2160p UHD Blu-ray Remux HEVC DV FLAC 1 0-HDT",https://hduse.net/topic-les-quatre-cents-coups-1959-2160p-uhd-blu-ray-remux-hevc-dv-flac-1-0-hdt-27581.html
8,"Crank 2006 Extended Cut 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-crank-2006-extended-cut-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-27548.html
8,"Bacchanales Sexuelles 1974 UHD BluRay 2160p FLAC 2.0 SDR HEVC REMUX-FraMeSToR",https://hduse.net/topic-bacchanales-sexuelles-1974-uhd-bluray-2160p-flac-2-0-sdr-hevc-remux-framestor-27546.html
8,"A Hard Days Night 1964 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-a-hard-days-night-1964-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-27405.html
8,"The Toolbox Murders 1978 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-the-toolbox-murders-1978-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-27403.html
8,"Smoke Over London 1966 2160p UHD Blu-ray Remux HEVC DTS-HD MA 2 0-HDT",https://hduse.net/topic-smoke-over-london-1966-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-2-0-hdt-27401.html
8,"Abwarts 1984 UHD BluRay 2160p DTS-HD MA 5.1 DV HEVC REMUX-FraMeSToR",https://hduse.net/topic-abwarts-1984-uhd-bluray-2160p-dts-hd-ma-5-1-dv-hevc-remux-framestor-27384.html
8,"Last Night in Soho 2021 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-last-night-in-soho-2021-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-27382.html
8,"Tomb Raider 2018 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-tomb-raider-2018-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt.html
8,"Alita Battle Angel 2019 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-alita-battle-angel-2019-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-27299.html
9,"Juice 1992 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-juice-1992-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-27280.html
9,"The Great Escape 1963 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-the-great-escape-1963-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-27278.html
9,"Halloween Kills 2021 Extended Cut 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-halloween-kills-2021-extended-cut-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-27080.html
9,"Coco 2017 Hybrid 2160p UHD Blu-ray Remux HEVC TrueHD Atmos 7.1 DoVi - SumVision",https://hduse.net/topic-coco-2017-hybrid-2160p-uhd-blu-ray-remux-hevc-truehd-atmos-7-1-dovi-sumvision-27074.html
9,"Cars (2006-2011-2017) Hybrid 2160p UHD Blu-ray Remux HEVC TrueHD Atmos 7.1 DoVi - Sum",https://hduse.net/topic-cars-2006-2011-2017-hybrid-2160p-uhd-blu-ray-remux-hevc-truehd-atmos-7-1-dovi-sum-27072.html
9,"The Good Dinosaur (2015) UHD Bluray REMUX 2160p HEVC HDR TrueHD 7.1-AROMA",https://hduse.net/topic-the-good-dinosaur-2015-uhd-bluray-remux-2160p-hevc-hdr-truehd-7-1-aroma.html
9,"Ratatouille (2007) UHD Bluray REMUX 2160p HEVC HDR TrueHD 7.1-AROMA",https://hduse.net/topic-ratatouille-2007-uhd-bluray-remux-2160p-hevc-hdr-truehd-7-1-aroma.html
9,"Inside Out (2015) UHD Bluray REMUX 2160p HEVC HDR TrueHD 7.1-AROMA",https://hduse.net/topic-inside-out-2015-uhd-bluray-remux-2160p-hevc-hdr-truehd-7-1-aroma.html
9,"Finding Nemo (2003) UHD Bluray Disc 2160p HEVC TrueHD Atmos 7.1-AROMA",https://hduse.net/topic-finding-nemo-2003-uhd-bluray-disc-2160p-hevc-truehd-atmos-7-1-aroma.html
9,"Pirates of the Caribbean The Curse of the Black Pearl 2003 2160p UHD Remux HEVC HDR T",https://hduse.net/topic-pirates-of-the-caribbean-the-curse-of-the-black-pearl-2003-2160p-uhd-remux-hevc-hdr-t-26960.html
9,"Finding Dory (2016) UHD BluRay REMUX 2160p HEVC TrueHD  7.1-AROMA",https://hduse.net/topic-finding-dory-2016-uhd-bluray-remux-2160p-hevc-truehd-7-1-aroma.html
9,"Cars 2 (2011) UHD Bluray REMUX 2160p HEVC HDR TrueHD 7.1-AROMA",https://hduse.net/topic-cars-2-2011-uhd-bluray-remux-2160p-hevc-hdr-truehd-7-1-aroma.html
9,"Cars (2006) UHD Bluray REMUX 2160p HEVC HDR TrueHD 7.1-AROMA",https://hduse.net/topic-cars-2006-uhd-bluray-remux-2160p-hevc-hdr-truehd-7-1-aroma.html
9,"Brave (2012) UHD Bluray REMUX 2160p HEVC HDR TrueHD 7.1-AROMA",https://hduse.net/topic-brave-2012-uhd-bluray-remux-2160p-hevc-hdr-truehd-7-1-aroma.html
9,"BAC Nord 2020 2160p UHD Remux HEVC HDR DTS-HD MA 5.1-playBD",https://hduse.net/topic-bac-nord-2020-2160p-uhd-remux-hevc-hdr-dts-hd-ma-5-1-playbd-26867.html
9,"WALL-E 2008 2160p UHD Remux HEVC HDR TrueHD Atmos 7 1-playBD",https://hduse.net/topic-wall-e-2008-2160p-uhd-remux-hevc-hdr-truehd-atmos-7-1-playbd-26865.html
9,"Aladdin (1992) UHD Bluray REMUX HEVC HDR ATMOS TrueHD 7.1-AROMA",https://hduse.net/topic-aladdin-1992-uhd-bluray-remux-hevc-hdr-atmos-truehd-7-1-aroma.html
9,"Salyut-7 2017 Extended Edition 2160p UHD Blu-ray Remux HEVC HDR DTS-HD MA 7 1-HDT",https://hduse.net/topic-salyut-7-2017-extended-edition-2160p-uhd-blu-ray-remux-hevc-hdr-dts-hd-ma-7-1-hdt-26785.html
9,"Deadly Games 1989 2160p UHD Blu-ray Remux HEVC DTS-HD MA 2 0-HDT",https://hduse.net/topic-deadly-games-1989-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-2-0-hdt-26783.html
9,"Kick-Ass 2010 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-kick-ass-2010-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-26674.html
10,"Iceland 2016 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-iceland-2016-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-26672.html
10,"The Cabin in the Woods 2011 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-the-cabin-in-the-woods-2011-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-26670.html
10,"Wonder 2017 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-wonder-2017-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-26583.html
10,"It's a Wonderful Life 1946 2160p UHD Blu-ray Remux HEVC DV FLAC 2 0-HDT",https://hduse.net/topic-it-s-a-wonderful-life-1946-2160p-uhd-blu-ray-remux-hevc-dv-flac-2-0-hdt-26581.html
10,"Gisaengchung 2019 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-gisaengchung-2019-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-26579.html
10,"The Ice Road 2021 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-the-ice-road-2021-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-26577.html
10,"The Many Saints of Newark 2021 2160p UHD Blu-ray Remux HEVC TrueHD 7 1-HDT",https://hduse.net/topic-the-many-saints-of-newark-2021-2160p-uhd-blu-ray-remux-hevc-truehd-7-1-hdt-26575.html
10,"Logan Lucky 2017 2160p UHD Blu-ray Remux HEVC HDR DTS-HD MA 5.1-HDT",https://hduse.net/topic-logan-lucky-2017-2160p-uhd-blu-ray-remux-hevc-hdr-dts-hd-ma-5-1-hdt-26445.html
10,"La double vie de V̩ronique 1991 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-la-double-vie-de-v%C3%A9ronique-1991-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-26423.html
10,"Ebola Syndrome 1996 2160p UHD Blu-ray Remux HEVC DTS-HD MA 2 0-HDT",https://hduse.net/topic-ebola-syndrome-1996-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-2-0-hdt-26421.html
10,"Dracula 1931 2160p UHD Blu-ray Remux HEVC FLAC 2.0 - KRaLiMaRKo",https://hduse.net/topic-dracula-1931-2160p-uhd-blu-ray-remux-hevc-flac-2-0-kralimarko-26394.html
10,"Flesh for Frankenstein 1973 2160p UHD Blu-ray Remux HEVC FLAC 2 0-HDT",https://hduse.net/topic-flesh-for-frankenstein-1973-2160p-uhd-blu-ray-remux-hevc-flac-2-0-hdt-26359.html
10,"Flesh for Frankenstein 1973 2160p UHD Blu-ray Remux HEVC FLAC 2 0-HDT",https://hduse.net/topic-flesh-for-frankenstein-1973-2160p-uhd-blu-ray-remux-hevc-flac-2-0-hdt.html
10,"Der Hauptmann 2017 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-der-hauptmann-2017-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-26282.html
10,"Trois Couleurs Trilogy (1993-1994) 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-Mixe",https://hduse.net/topic-trois-couleurs-trilogy-1993-1994-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-mixe-26280.html
10,"The Red Shoes 1948 2160p UHD Blu-ray Remux HEVC DV FLAC 1 0-HDT",https://hduse.net/topic-the-red-shoes-1948-2160p-uhd-blu-ray-remux-hevc-dv-flac-1-0-hdt-26266.html
10,"No Time to Die 2021 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-no-time-to-die-2021-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-26224.html
10,"Drive 2011 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-drive-2011-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-26220.html
10,"Silent Night 2021 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-silent-night-2021-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-26218.html
10,"The Wolf of Wall Street 2013 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-the-wolf-of-wall-street-2013-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-26180.html
11,"Venom Let There Be Carnage 2021 2160p UHD Remux HEVC DoVi TrueHD Atmos 7 1-playBD",https://hduse.net/topic-venom-let-there-be-carnage-2021-2160p-uhd-remux-hevc-dovi-truehd-atmos-7-1-playbd-26148.html
11,"Saw 2004 Director's Cut 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-saw-2004-director-s-cut-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-26146.html
11,"Catweazle 2021 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-catweazle-2021-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-26144.html
11,"Luca 2021 2160p UHD BluRay REMUX HDR HEVC Atmos-EPSiLON",https://hduse.net/topic-luca-2021-2160p-uhd-bluray-remux-hdr-hevc-atmos-epsilon-21916.html
11,"Tinker Tailor Soldier Spy 2011 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-tinker-tailor-soldier-spy-2011-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-26080.html
11,"Hard Target 1993 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-hard-target-1993-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-26078.html
11,"Krampus 2015 The Naughty Cut 2160p UHD Blu-ray Remux DV HEVC TrueHD 7 1-HDT",https://hduse.net/topic-krampus-2015-the-naughty-cut-2160p-uhd-blu-ray-remux-dv-hevc-truehd-7-1-hdt.html
11,"The Karate Kid (1984-1986-1989) 2160p UHD Blu-ray Remux HEVC DV TrueHD 7.1-HDT",https://hduse.net/topic-the-karate-kid-1984-1986-1989-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt.html
11,"The Karate Kid Part III 1989 2160p UHD Blu-ray Remux HEVC TrueHD 7.1 Atmos-SiCFoI",https://hduse.net/topic-the-karate-kid-part-iii-1989-2160p-uhd-blu-ray-remux-hevc-truehd-7-1-atmos-sicfoi-26032.html
11,"The Last Duel 2021 2160p UHD Blu-ray Remux HEVC HDR TrueHD 7 1-HDT",https://hduse.net/topic-the-last-duel-2021-2160p-uhd-blu-ray-remux-hevc-hdr-truehd-7-1-hdt-26030.html
11,"Wonder Woman Bloodlines 2019 2160p UHD Remux HEVC HDR DTS-HD MA 5.1-playBD",https://hduse.net/topic-wonder-woman-bloodlines-2019-2160p-uhd-remux-hevc-hdr-dts-hd-ma-5-1-playbd-26028.html
11,"Blue Sunshine 1977 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-blue-sunshine-1977-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-26020.html
11,"Ron's Gone Wrong 2021 2160p UHD Blu-ray Remux HEVC TrueHD 7 1-HDT",https://hduse.net/topic-ron-s-gone-wrong-2021-2160p-uhd-blu-ray-remux-hevc-truehd-7-1-hdt-26018.html
11,"A River Runs Through It 1992 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-a-river-runs-through-it-1992-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-26016.html
11,"Cry Macho 2021 2160p UHD Remux HEVC HDR DTS-HD MA 5.1-playBD",https://hduse.net/topic-cry-macho-2021-2160p-uhd-remux-hevc-hdr-dts-hd-ma-5-1-playbd-25984.html
11,"In the Mood for Love 2000 2160p UHD BluRay REMUX HDR HEVC DTS-HD MA 5.1-KMX",https://hduse.net/topic-in-the-mood-for-love-2000-2160p-uhd-bluray-remux-hdr-hevc-dts-hd-ma-5-1-kmx-25982.html
11,"Jolt 2021 2160p UHD Blu-ray Remux HEVC DTS-HD MA 7 1-HDT",https://hduse.net/topic-jolt-2021-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-7-1-hdt-25980.html
11,"Dune Part One 2021 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-dune-part-one-2021-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-25978.html
11,"L'amant 1992 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-l-amant-1992-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-25976.html
11,"Uncut Gems (2019) UHD Bluray REMUX 2160p HEVC TrueHD 7.1-HDT",https://hduse.net/topic-uncut-gems-2019-uhd-bluray-remux-2160p-hevc-truehd-7-1-hdt.html
12,"The Mauritanian 2021 2160p UHD Blu-ray Remux HEVC HDR DTS-HD MA 7 1-HDT",https://hduse.net/topic-the-mauritanian-2021-2160p-uhd-blu-ray-remux-hevc-hdr-dts-hd-ma-7-1-hdt-25845.html
12,"Clash 1984 2160p UHD Blu-ray Remux HEVC DTS-HD MA 2 0-HDT",https://hduse.net/topic-clash-1984-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-2-0-hdt-25825.html
12,"Brotherhood of Blades II The Infernal Battlefield 2017 2160p UHD Blu-ray Remux HEVC T",https://hduse.net/topic-brotherhood-of-blades-ii-the-infernal-battlefield-2017-2160p-uhd-blu-ray-remux-hevc-t-25793.html
12,"This Is My Country 1984 2160p UHD BluRay REMUX HDR HEVC FLAC 2 0-TRiToN",https://hduse.net/topic-this-is-my-country-1984-2160p-uhd-bluray-remux-hdr-hevc-flac-2-0-triton-25737.html
12,"Rampage 2018 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-rampage-2018-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-25735.html
12,"Menace II Society 1993 2160p Criterion Collection UHD Blu-ray Remux HEVC DV DTS-HD MA",https://hduse.net/topic-menace-ii-society-1993-2160p-criterion-collection-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-25731.html
12,"A Writer's Odyssey 2021 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-a-writer-s-odyssey-2021-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt.html
12,"The Addams Family 1991 Extended Cut 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-the-addams-family-1991-extended-cut-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-25681.html
12,"Citizen Kane 1941 2160p UHD Remux HEVC DoVi FLAC 1 0-playBD",https://hduse.net/topic-citizen-kane-1941-2160p-uhd-remux-hevc-dovi-flac-1-0-playbd-25667.html
12,"Who Framed Roger Rabbit 1988 2160p UHD Remux HEVC HDR TrueHD Atmos 7 1-playBD",https://hduse.net/topic-who-framed-roger-rabbit-1988-2160p-uhd-remux-hevc-hdr-truehd-atmos-7-1-playbd-25623.html
12,"A Moment to Remember 2004 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1-HDT",https://hduse.net/topic-a-moment-to-remember-2004-2160p-uhd-blu-ray-remux-hevc-dts-hd-ma-5-1-hdt-25621.html
12,"Maniac Cop 3 Badge of Silence 1992 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-maniac-cop-3-badge-of-silence-1992-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-25619.html
12,"Maniac Cop 2 1990 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-maniac-cop-2-1990-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-25587.html
12,"Kaamelott - Premier volet 2021 2160p UHD Blu-ray Remux HEVC DV TrueHD 7 1-HDT",https://hduse.net/topic-kaamelott-premier-volet-2021-2160p-uhd-blu-ray-remux-hevc-dv-truehd-7-1-hdt-25585.html
12,"Final Fantasy The Spirits Within 2001 2160p UHD Blu-ray Remux HEVC TrueHD 7 1-HDT",https://hduse.net/topic-final-fantasy-the-spirits-within-2001-2160p-uhd-blu-ray-remux-hevc-truehd-7-1-hdt-25583.html
12,"Bridget Joness Diary 2001 2160p UHD Blu-ray Remux HEVC DV DTS-HD MA 5.1-HDT",https://hduse.net/topic-bridget-joness-diary-2001-2160p-uhd-blu-ray-remux-hevc-dv-dts-hd-ma-5-1-hdt-25581.html
12,"Invasion of the Body Snatchers 1978 2160p UHD BluRay REMUX DV HDR HEVC DTS-HD MA 5.1-",https://hduse.net/topic-invasion-of-the-body-snatchers-1978-2160p-uhd-bluray-remux-dv-hdr-hevc-dts-hd-ma-5-1-25579.html
12,"Candyman 2021 2160p UHD Blu-ray Remux HEVC TrueHD 7 1-HDT",https://hduse.net/topic-candyman-2021-2160p-uhd-blu-ray-remux-hevc-truehd-7-1-hdt-25437.html
12,"Mulholland Dr (2001) 2160p UHD Remux HEVC DoVi DTS-HD MA 5.1-playBD",https://hduse.net/topic-mulholland-dr-2001-2160p-uhd-remux-hevc-dovi-dts-hd-ma-5-1-playbd.html
12,"Legend of the Demon Cat 2017 2160p UHD Blu-ray Remux HEVC TrueHD 7 1-HDT",https://hduse.net/topic-legend-of-the-demon-cat-2017-2160p-uhd-blu-ray-remux-hevc-truehd-7-1-hdt-25367.html
